"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","selected","unique_id"
"67","Cecropia obtusifolia","1","312926","Cecropia obtusifolia","1","species","","","","Bertol.","Urticaceae","Cecropia","Cecropia","1","obtusifolia","obtusifolia","1","","","","","","","","","","","","http://www.tropicos.org/Name/21300586","","Y","Accepted","Cecropia obtusifolia","Cecropia obtusifolia","Bertol.","312926","species","http://www.tropicos.org/Name/21300586","","Urticaceae","1","1","tropicos","",true,73
"68","Cecropia hispidissima","1","312922","Cecropia hispidissima","1","species","","","","Cuatrec.","Urticaceae","Cecropia","Cecropia","1","hispidissima","hispidissima","1","","","","","","","","","","","","http://www.tropicos.org/Name/21300582","","Y","Accepted","Cecropia hispidissima","Cecropia hispidissima","Cuatrec.","312922","species","http://www.tropicos.org/Name/21300582","","Urticaceae","1","1","tropicos","",true,74
"69","Cedrela montana","1","310102","Cedrela montana","1","species","","","","Moritz ex Turcz.","Meliaceae","Cedrela","Cedrela","1","montana","montana","1","","","","","","","","","","","","http://www.tropicos.org/Name/20400053","","Y","Accepted","Cedrela montana","Cedrela montana","Moritz ex Turcz.","310102","species","http://www.tropicos.org/Name/20400053","","Meliaceae","1","1","tropicos","",true,75
"70","Ceroxylon echinulatum","1","761277","Ceroxylon echinulatum","1","species","","","","Galeano","Arecaceae","Ceroxylon","Ceroxylon","1","echinulatum","echinulatum","1","","","","","","","","","","","","http://www.tropicos.org/Name/50078512","","Y","Accepted","Ceroxylon echinulatum","Ceroxylon echinulatum","Galeano","761277","species","http://www.tropicos.org/Name/50078512","","Arecaceae","1","1","tropicos","",true,76
"71","Cestrum humboldtii","1","510572","Cestrum humboldtii","1","species","","","","Francey","Solanaceae","Cestrum","Cestrum","1","humboldtii","humboldtii","1","","","","","","","","","","","","http://www.tropicos.org/Name/29600539","","Y","Accepted","Cestrum humboldtii","Cestrum humboldtii","Francey","510572","species","http://www.tropicos.org/Name/29600539","","Solanaceae","1","1","tropicos","",true,77
"72","Cestrum jaramillanum","1","746586","Cestrum jaramillanum","1","species","","","","BenÃ­tez & D'Arcy","Solanaceae","Cestrum","Cestrum","1","jaramillanum","jaramillanum","1","","","","","","","","","","","","http://www.tropicos.org/Name/50063418","","Y","Accepted","Cestrum jaramillanum","Cestrum jaramillanum","BenÃ­tez & D'Arcy","746586","species","http://www.tropicos.org/Name/50063418","","Solanaceae","1","1","tropicos","",true,78
"73","Cestrum megalophyllum","1","510599","Cestrum megalophyllum","1","species","","","","Dunal","Solanaceae","Cestrum","Cestrum","1","megalophyllum","megalophyllum","1","","","","","","","","","","","","http://www.tropicos.org/Name/29600566","","Y","Accepted","Cestrum megalophyllum","Cestrum megalophyllum","Dunal","510599","species","http://www.tropicos.org/Name/29600566","","Solanaceae","1","1","tropicos","",true,79
"74","Cestrum petiolare","1","510622","Cestrum petiolare","1","species","","","","Kunth","Solanaceae","Cestrum","Cestrum","1","petiolare","petiolare","1","","","","","","","","","","","","http://www.tropicos.org/Name/29600589","","Y","Accepted","Cestrum petiolare","Cestrum petiolare","Kunth","510622","species","http://www.tropicos.org/Name/29600589","","Solanaceae","1","1","tropicos","",true,80
"75","Chamaedorea linearis","1","37506","Chamaedorea linearis","1","species","","","","(Ruiz & Pav.) Mart.","Arecaceae","Chamaedorea","Chamaedorea","1","linearis","linearis","1","","","","","","","","","","","","http://www.tropicos.org/Name/2400750","","Y","Accepted","Chamaedorea linearis","Chamaedorea linearis","(Ruiz & Pav.) Mart.","37506","species","http://www.tropicos.org/Name/2400750","","Arecaceae","1","1","tropicos","",true,81
"76","Chrysochlamys dependens","1","138719","Chrysochlamys dependens","1","species","","","","Planch. & Triana","Clusiaceae","Chrysochlamys","Chrysochlamys","1","dependens","dependens","1","","","","","","","","","","","","http://www.tropicos.org/Name/7800087","","Y","Accepted","Chrysochlamys dependens","Chrysochlamys dependens","Planch. & Triana","138719","species","http://www.tropicos.org/Name/7800087","","Clusiaceae","1","1","tropicos","",true,82
"77","Chrysochlamys colombiana","1","138715","Chrysochlamys colombiana","1","species","","","","(Cuatrec.) Cuatrec.","Clusiaceae","Chrysochlamys","Chrysochlamys","1","colombiana","colombiana","1","","","","","","","","","","","","http://www.tropicos.org/Name/7800083","","Y","Accepted","Chrysochlamys colombiana","Chrysochlamys colombiana","(Cuatrec.) Cuatrec.","138715","species","http://www.tropicos.org/Name/7800083","","Clusiaceae","1","1","tropicos","",true,83
"78","Chrysophyllum colombianum","1","498218","Chrysophyllum colombianum","1","species","","","","(AubrÃ©v.) T.D. Penn.","Sapotaceae","Chrysophyllum","Chrysophyllum","1","colombianum","colombianum","1","","","","","","","","","","","","http://www.tropicos.org/Name/28700714","","Y","Accepted","Chrysophyllum colombianum","Chrysophyllum colombianum","(AubrÃ©v.) T.D. Penn.","498218","species","http://www.tropicos.org/Name/28700714","","Sapotaceae","1","1","tropicos","",true,84
"79","Cinchona pubescens","1","479455","Cinchona pubescens","1","species","","","","Vahl","Rubiaceae","Cinchona","Cinchona","1","pubescens","pubescens","1","","","","","","","","","","","","http://www.tropicos.org/Name/27900681","","Y","Accepted","Cinchona pubescens","Cinchona pubescens","Vahl","479455","species","http://www.tropicos.org/Name/27900681","","Rubiaceae","1","1","tropicos","",true,85
"80","Cinchona succirubra","1","478955","Cinchona succirubra","1","species","","","","Pav. ex Klotzsch","Rubiaceae","Cinchona","Cinchona","1","succirubra","succirubra","1","","","","","","","","","","","","http://www.tropicos.org/Name/27900159","","Y","Synonym","Cinchona pubescens","Cinchona pubescens","Vahl","479455","species","http://www.tropicos.org/Name/27900681","","Rubiaceae","1","1","tropicos","",true,87
"81","Citharexylum montanum","1","728038","Citharexylum montanum","1","species","","","","Moldenke","Verbenaceae","Citharexylum","Citharexylum","1","montanum","montanum","1","","","","","","","","","","","","http://www.tropicos.org/Name/50044477","","Y","Accepted","Citharexylum montanum","Citharexylum montanum","Moldenke","728038","species","http://www.tropicos.org/Name/50044477","","Verbenaceae","1","1","tropicos","",true,88
"82","Citharexylum montanum var. chimborazense","1","530201","Citharexylum montanum var. chimborazense","1","variety","","","","Moldenke","Verbenaceae","Citharexylum","Citharexylum","1","montanum","montanum","1","","","","var.","chimborazense","1","","","","","","http://www.tropicos.org/Name/33703219","","Y","Accepted","Citharexylum montanum var. chimborazense","Citharexylum montanum","Moldenke","530201","variety","http://www.tropicos.org/Name/33703219","","Verbenaceae","1","1","tropicos","",true,89
"83","Citronella ilicifolia","1","265252","Citronella ilicifolia","1","species","","","","(Sleumer) R.A. Howard","Cardiopteridaceae","Citronella","Citronella","1","ilicifolia","ilicifolia","1","","","","","","","","","","","","http://www.tropicos.org/Name/16400071","","Y","Accepted","Citronella ilicifolia","Citronella ilicifolia","(Sleumer) R.A. Howard","265252","species","http://www.tropicos.org/Name/16400071","","Cardiopteridaceae","1","1","tropicos","",true,90
"84","Citronella incarum","1","265255","Citronella incarum","1","species","","","","(J.F. Macbr.) R.A. Howard","Cardiopteridaceae","Citronella","Citronella","1","incarum","incarum","1","","","","","","","","","","","","http://www.tropicos.org/Name/16400074","","Y","Accepted","Citronella incarum","Citronella incarum","(J.F. Macbr.) R.A. Howard","265255","species","http://www.tropicos.org/Name/16400074","","Cardiopteridaceae","1","1","tropicos","",true,91
"85","Clarisia racemosa","1","312473","Clarisia racemosa","1","species","","","","Ruiz & Pav.","Moraceae","Clarisia","Clarisia","1","racemosa","racemosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/21300125","","Y","Accepted","Clarisia racemosa","Clarisia racemosa","Ruiz & Pav.","312473","species","http://www.tropicos.org/Name/21300125","","Moraceae","1","1","tropicos","",true,92
"86","Clavija laplanadae","1","750973","Clavija laplanadae","1","species","","","","B. StÃ¥hl","Primulaceae","Clavija","Clavija","1","laplanadae","laplanadae","1","","","","","","","","","","","","http://www.tropicos.org/Name/50067911","","Y","Accepted","Clavija laplanadae","Clavija laplanadae","B. StÃ¥hl","750973","species","http://www.tropicos.org/Name/50067911","","Primulaceae","1","1","tropicos","",true,93
"87","Cleome anomala","1","128041","Cleome anomala","1","species","","","","Kunth","Cleomaceae","Cleome","Cleome","1","anomala","anomala","1","","","","","","","","","","","","http://www.tropicos.org/Name/5900085","","Y","Synonym","Andinocleome anomala","Andinocleome anomala","(Kunth) Iltis ex E.M. McGinty & Roalson","1349437","species","http://www.tropicos.org/Name/100505847","","Cleomaceae","1","1","tropicos","",true,94
"88","Clethra obovata","1","138494","Clethra obovata","1","species","","","","(Ruiz & Pav.) G. Don","Clethraceae","Clethra","Clethra","1","obovata","obovata","1","","","","","","","","","","","","http://www.tropicos.org/Name/7700037","","Y","Accepted","Clethra obovata","Clethra obovata","(Ruiz & Pav.) G. Don","138494","species","http://www.tropicos.org/Name/7700037","","Clethraceae","1","1","tropicos","",true,95
"89","Clethra ovalifolia","1","138495","Clethra ovalifolia","1","species","","","","Turcz.","Clethraceae","Clethra","Clethra","1","ovalifolia","ovalifolia","1","","","","","","","","","","","","http://www.tropicos.org/Name/7700038","","Y","Accepted","Clethra ovalifolia","Clethra ovalifolia","Turcz.","138495","species","http://www.tropicos.org/Name/7700038","","Clethraceae","1","1","tropicos","",true,97
"90","Clusia alata","1","138732","Clusia alata","1","species","","","","Planch. & Triana","Clusiaceae","Clusia","Clusia","1","alata","alata","1","","","","","","","","","","","","http://www.tropicos.org/Name/7800100","","Y","Accepted","Clusia alata","Clusia alata","Planch. & Triana","138732","species","http://www.tropicos.org/Name/7800100","","Clusiaceae","1","1","tropicos","",true,99
"91","Clusia multiflora","1","138815","Clusia multiflora","1","species","","","","Kunth","Clusiaceae","Clusia","Clusia","1","multiflora","multiflora","1","","","","","","","","","","","","http://www.tropicos.org/Name/7800183","","Y","Accepted","Clusia multiflora","Clusia multiflora","Kunth","138815","species","http://www.tropicos.org/Name/7800183","","Clusiaceae","1","1","tropicos","",true,100
"92","Clusia crenata","1","138755","Clusia crenata","1","species","","","","Cuatrec.","Clusiaceae","Clusia","Clusia","1","crenata","crenata","1","","","","","","","","","","","","http://www.tropicos.org/Name/7800123","","Y","Accepted","Clusia crenata","Clusia crenata","Cuatrec.","138755","species","http://www.tropicos.org/Name/7800123","","Clusiaceae","1","1","tropicos","",true,101
"93","Clusia dixonii","1","140428","Clusia dixonii","1","species","","","","Little","Clusiaceae","Clusia","Clusia","1","dixonii","dixonii","1","","","","","","","","","","","","http://www.tropicos.org/Name/7801830","","Y","Accepted","Clusia dixonii","Clusia dixonii","Little","140428","species","http://www.tropicos.org/Name/7801830","","Clusiaceae","1","1","tropicos","",true,102
"94","Clusia magnifolia","1","138807","Clusia magnifolia","1","species","","","","Cuatrec.","Clusiaceae","Clusia","Clusia","1","magnifolia","magnifolia","1","","","","","","","","","","","","http://www.tropicos.org/Name/7800175","","Y","Accepted","Clusia magnifolia","Clusia magnifolia","Cuatrec.","138807","species","http://www.tropicos.org/Name/7800175","","Clusiaceae","1","1","tropicos","",true,103
"95","Coccoloba obovata","1","430788","Coccoloba obovata","1","species","","","","Kunth","Polygonaceae","Coccoloba","Coccoloba","1","obovata","obovata","1","","","","","","","","","","","","http://www.tropicos.org/Name/26000264","","Y","Accepted","Coccoloba obovata","Coccoloba obovata","Kunth","430788","species","http://www.tropicos.org/Name/26000264","","Polygonaceae","1","1","tropicos","",true,104
"96","Compsoneura mutisii","1","315366","Compsoneura mutisii","1","species","","","","A.C. Sm.","Myristicaceae","Compsoneura","Compsoneura","1","mutisii","mutisii","1","","","","","","","","","","","","http://www.tropicos.org/Name/21800168","","Y","Accepted","Compsoneura mutisii","Compsoneura mutisii","A.C. Sm.","315366","species","http://www.tropicos.org/Name/21800168","","Myristicaceae","1","1","tropicos","",true,105
"97","Conostegia centronioides var. centronioides","1","308938","Conostegia centronioides var. centronioides","1","variety","","","","","Melastomataceae","Conostegia","Conostegia","1","centronioides","centronioides","1","","","","var.","centronioides","1","","","","","","http://www.tropicos.org/Name/20304203","","Y","Accepted","Conostegia centronioides var. centronioides","Conostegia centronioides","","308938","variety","http://www.tropicos.org/Name/20304203","","Melastomataceae","1","1","tropicos","",true,106
"98","Conostegia montana","1","304944","Conostegia montana","1","species","","","","(Sw.) D. Don ex DC.","Melastomataceae","Conostegia","Conostegia","1","montana","montana","1","","","","","","","","","","","","http://www.tropicos.org/Name/20300072","","Y","Accepted","Conostegia montana","Conostegia montana","(Sw.) D. Don ex DC.","304944","species","http://www.tropicos.org/Name/20300072","","Melastomataceae","1","1","tropicos","",true,107
"99","Cordia hebeclada","1","100629","Cordia hebeclada","1","species","","","","I.M. Johnst.","Cordiaceae","Cordia","Cordia","1","hebeclada","hebeclada","1","","","","","","","","","","","","http://www.tropicos.org/Name/4001131","","Y","Accepted","Cordia hebeclada","Cordia hebeclada","I.M. Johnst.","100629","species","http://www.tropicos.org/Name/4001131","","Cordiaceae","1","1","tropicos","",true,108
"100","Cordiera longicaudata","1","948520","Cordiera longicaudata","1","species","","","","C.H. Perss. & Delprete","Rubiaceae","Cordiera","Cordiera","1","longicaudata","longicaudata","1","","","","","","","","","","","","http://www.tropicos.org/Name/50270858","","Y","Accepted","Cordiera longicaudata","Cordiera longicaudata","C.H. Perss. & Delprete","948520","species","http://www.tropicos.org/Name/50270858","","Rubiaceae","1","1","tropicos","",true,109
"101","Cornus disciflora","1","145812","Cornus disciflora","1","species","","","","DC.","Cornaceae","Cornus","Cornus","1","disciflora","disciflora","1","","","","","","","","","","","","http://www.tropicos.org/Name/8700024","","Y","Accepted","Cornus disciflora","Cornus disciflora","DC.","145812","species","http://www.tropicos.org/Name/8700024","","Cornaceae","1","1","tropicos","",true,110
"102","Cornus peruviana","1","145814","Cornus peruviana","1","species","","","","J.F. Macbr.","Cornaceae","Cornus","Cornus","1","peruviana","peruviana","1","","","","","","","","","","","","http://www.tropicos.org/Name/8700026","","Y","Accepted","Cornus peruviana","Cornus peruviana","J.F. Macbr.","145814","species","http://www.tropicos.org/Name/8700026","","Cornaceae","1","1","tropicos","",true,112
"103","Coussapoa contorta","1","313574","Coussapoa contorta","1","species","","","","Cuatrec.","Urticaceae","Coussapoa","Coussapoa","1","contorta","contorta","1","","","","","","","","","","","","http://www.tropicos.org/Name/21301255","","Y","Accepted","Coussapoa contorta","Coussapoa contorta","Cuatrec.","313574","species","http://www.tropicos.org/Name/21301255","","Urticaceae","1","1","tropicos","",true,113
